Wavelength (nm)	Cross section (cm2)
3.0861e+02	2.3176e-20
3.0872e+02	2.3028e-20
3.0883e+02	2.2880e-20
3.0894e+02	2.2731e-20
3.0905e+02	2.2582e-20
3.0916e+02	2.2434e-20
3.0927e+02	2.2286e-20
3.0938e+02	2.2137e-20
3.0949e+02	2.1988e-20
3.0960e+02	2.1840e-20
3.0971e+02	2.1692e-20
3.0982e+02	2.1543e-20
3.0993e+02	2.1394e-20
3.1004e+02	2.1254e-20
3.1015e+02	2.1128e-20
3.1026e+02	2.1001e-20
3.1037e+02	2.0874e-20
3.1048e+02	2.0748e-20
3.1059e+02	2.0622e-20
3.1070e+02	2.0495e-20
3.1081e+02	2.0368e-20
3.1092e+02	2.0242e-20
3.1103e+02	2.0116e-20
3.1114e+02	1.9989e-20
3.1125e+02	1.9863e-20
3.1136e+02	1.9736e-20
3.1147e+02	1.9609e-20
3.1158e+02	1.9483e-20
3.1169e+02	1.9357e-20
3.1180e+02	1.9230e-20
3.1191e+02	1.9103e-20
3.1202e+02	1.8978e-20
3.1213e+02	1.8857e-20
3.1224e+02	1.8736e-20
3.1235e+02	1.8615e-20
3.1246e+02	1.8494e-20
3.1257e+02	1.8373e-20
3.1267e+02	1.8263e-20
3.1278e+02	1.8142e-20
3.1289e+02	1.8021e-20
3.1300e+02	1.7900e-20
3.1311e+02	1.7779e-20
3.1322e+02	1.7658e-20
3.1333e+02	1.7537e-20
3.1344e+02	1.7416e-20
3.1355e+02	1.7295e-20
3.1366e+02	1.7174e-20
3.1377e+02	1.7053e-20
3.1388e+02	1.6932e-20
3.1399e+02	1.6811e-20
3.1410e+02	1.6705e-20
3.1421e+02	1.6601e-20
3.1432e+02	1.6496e-20
3.1443e+02	1.6391e-20
3.1454e+02	1.6287e-20
3.1465e+02	1.6183e-20
3.1476e+02	1.6078e-20
3.1486e+02	1.5983e-20
3.1497e+02	1.5878e-20
3.1508e+02	1.5774e-20
3.1519e+02	1.5670e-20
3.1530e+02	1.5565e-20
3.1541e+02	1.5460e-20
3.1552e+02	1.5356e-20
3.1563e+02	1.5252e-20
3.1574e+02	1.5147e-20
3.1585e+02	1.5042e-20
3.1596e+02	1.4938e-20
3.1607e+02	1.4844e-20
3.1618e+02	1.4756e-20
3.1629e+02	1.4668e-20
3.1640e+02	1.4580e-20
3.1651e+02	1.4492e-20
3.1661e+02	1.4412e-20
3.1672e+02	1.4324e-20
3.1683e+02	1.4236e-20
3.1694e+02	1.4148e-20
3.1705e+02	1.4060e-20
3.1716e+02	1.3972e-20
3.1727e+02	1.3884e-20
3.1738e+02	1.3796e-20
3.1749e+02	1.3708e-20
3.1760e+02	1.3620e-20
3.1771e+02	1.3532e-20
3.1782e+02	1.3444e-20
3.1793e+02	1.3356e-20
3.1803e+02	1.3278e-20
3.1814e+02	1.3195e-20
3.1825e+02	1.3113e-20
3.1836e+02	1.3030e-20
3.1847e+02	1.2947e-20
3.1858e+02	1.2865e-20
3.1869e+02	1.2783e-20
3.1880e+02	1.2700e-20
3.1891e+02	1.2617e-20
3.1902e+02	1.2535e-20
3.1913e+02	1.2453e-20
3.1924e+02	1.2370e-20
3.1934e+02	1.2295e-20
3.1945e+02	1.2213e-20
3.1956e+02	1.2130e-20
3.1967e+02	1.2047e-20
3.1978e+02	1.1965e-20
3.1989e+02	1.1883e-20
3.2000e+02	1.1800e-20
3.2011e+02	1.1728e-20
3.2022e+02	1.1657e-20
3.2033e+02	1.1586e-20
3.2043e+02	1.1520e-20
3.2054e+02	1.1449e-20
3.2065e+02	1.1378e-20
3.2076e+02	1.1306e-20
3.2087e+02	1.1234e-20
3.2098e+02	1.1163e-20
3.2109e+02	1.1092e-20
3.2120e+02	1.1020e-20
3.2131e+02	1.0948e-20
3.2142e+02	1.0877e-20
3.2152e+02	1.0812e-20
3.2163e+02	1.0741e-20
3.2174e+02	1.0669e-20
3.2185e+02	1.0597e-20
3.2196e+02	1.0526e-20
3.2207e+02	1.0458e-20
3.2218e+02	1.0392e-20
3.2229e+02	1.0326e-20
3.2240e+02	1.0260e-20
3.2250e+02	1.0200e-20
3.2261e+02	1.0134e-20
3.2272e+02	1.0068e-20
3.2283e+02	1.0002e-20
3.2294e+02	9.9360e-21
3.2305e+02	9.8700e-21
3.2316e+02	9.8040e-21
3.2327e+02	9.7380e-21
3.2337e+02	9.6780e-21
3.2348e+02	9.6120e-21
3.2359e+02	9.5460e-21
3.2370e+02	9.4800e-21
3.2381e+02	9.4140e-21
3.2392e+02	9.3480e-21
3.2403e+02	9.2844e-21
3.2414e+02	9.2272e-21
3.2424e+02	9.1752e-21
3.2435e+02	9.1180e-21
3.2446e+02	9.0608e-21
3.2457e+02	9.0036e-21
3.2468e+02	8.9464e-21
3.2479e+02	8.8892e-21
3.2490e+02	8.8320e-21
3.2501e+02	8.7748e-21
3.2511e+02	8.7228e-21
3.2522e+02	8.6656e-21
3.2533e+02	8.6084e-21
3.2544e+02	8.5512e-21
3.2555e+02	8.4940e-21
3.2566e+02	8.4368e-21
3.2577e+02	8.3796e-21
3.2587e+02	8.3276e-21
3.2598e+02	8.2704e-21
3.2609e+02	8.2191e-21
3.2620e+02	8.1690e-21
3.2631e+02	8.1189e-21
3.2642e+02	8.0689e-21
3.2653e+02	8.0189e-21
3.2663e+02	7.9734e-21
3.2674e+02	7.9233e-21
3.2685e+02	7.8732e-21
3.2696e+02	7.8232e-21
3.2707e+02	7.7732e-21
3.2718e+02	7.7231e-21
3.2728e+02	7.6776e-21
3.2739e+02	7.6276e-21
3.2750e+02	7.5775e-21
3.2761e+02	7.5274e-21
3.2772e+02	7.4774e-21
3.2783e+02	7.4274e-21
3.2794e+02	7.3773e-21
3.2804e+02	7.3338e-21
3.2815e+02	7.2893e-21
3.2826e+02	7.2447e-21
3.2837e+02	7.2001e-21
3.2848e+02	7.1556e-21
3.2859e+02	7.1111e-21
3.2869e+02	7.0706e-21
3.2880e+02	7.0260e-21
3.2891e+02	6.9814e-21
3.2902e+02	6.9369e-21
3.2913e+02	6.8924e-21
3.2924e+02	6.8478e-21
3.2934e+02	6.8073e-21
3.2945e+02	6.7628e-21
3.2956e+02	6.7182e-21
3.2967e+02	6.6736e-21
3.2978e+02	6.6291e-21
3.2989e+02	6.5846e-21
3.2999e+02	6.5440e-21
3.3010e+02	6.5040e-21
3.3021e+02	6.4644e-21
3.3032e+02	6.4248e-21
3.3043e+02	6.3852e-21
3.3054e+02	6.3456e-21
3.3064e+02	6.3096e-21
3.3075e+02	6.2700e-21
3.3086e+02	6.2304e-21
3.3097e+02	6.1908e-21
3.3108e+02	6.1512e-21
3.3118e+02	6.1152e-21
3.3129e+02	6.0756e-21
3.3140e+02	6.0360e-21
3.3151e+02	5.9964e-21
3.3162e+02	5.9568e-21
3.3173e+02	5.9172e-21
3.3183e+02	5.8812e-21
3.3194e+02	5.8416e-21
3.3205e+02	5.8040e-21
3.3216e+02	5.7688e-21
3.3227e+02	5.7336e-21
3.3237e+02	5.7016e-21
3.3248e+02	5.6664e-21
3.3259e+02	5.6312e-21
3.3270e+02	5.5960e-21
3.3281e+02	5.5608e-21
3.3291e+02	5.5288e-21
3.3302e+02	5.4936e-21
3.3313e+02	5.4584e-21
3.3324e+02	5.4232e-21
3.3335e+02	5.3880e-21
3.3345e+02	5.3560e-21
3.3356e+02	5.3208e-21
3.3367e+02	5.2856e-21
3.3378e+02	5.2504e-21
3.3389e+02	5.2152e-21
3.3399e+02	5.1832e-21
3.3410e+02	5.1520e-21
3.3421e+02	5.1212e-21
3.3432e+02	5.0904e-21
3.3443e+02	5.0596e-21
3.3453e+02	5.0316e-21
3.3464e+02	5.0008e-21
3.3475e+02	4.9700e-21
3.3486e+02	4.9392e-21
3.3497e+02	4.9084e-21
3.3507e+02	4.8804e-21
3.3518e+02	4.8496e-21
3.3529e+02	4.8188e-21
3.3540e+02	4.7880e-21
3.3550e+02	4.7600e-21
3.3561e+02	4.7292e-21
3.3572e+02	4.6984e-21
3.3583e+02	4.6676e-21
3.3594e+02	4.6368e-21
3.3604e+02	4.6100e-21
3.3615e+02	4.5825e-21
3.3626e+02	4.5550e-21
3.3637e+02	4.5275e-21
3.3648e+02	4.5000e-21
3.3658e+02	4.4750e-21
3.3669e+02	4.4475e-21
3.3680e+02	4.4200e-21
3.3691e+02	4.3925e-21
3.3701e+02	4.3675e-21
3.3712e+02	4.3400e-21
3.3723e+02	4.3125e-21
3.3734e+02	4.2850e-21
3.3744e+02	4.2600e-21
3.3755e+02	4.2325e-21
3.3766e+02	4.2050e-21
3.3777e+02	4.1775e-21
3.3788e+02	4.1500e-21
3.3798e+02	4.1250e-21
3.3809e+02	4.1002e-21
3.3820e+02	4.0760e-21
3.3831e+02	4.0518e-21
3.3841e+02	4.0298e-21
3.3852e+02	4.0056e-21
3.3863e+02	3.9814e-21
3.3874e+02	3.9572e-21
3.3884e+02	3.9352e-21
3.3895e+02	3.9110e-21
3.3906e+02	3.8868e-21
3.3917e+02	3.8626e-21
3.3927e+02	3.8406e-21
3.3938e+02	3.8164e-21
3.3949e+02	3.7922e-21
3.3960e+02	3.7680e-21
3.3970e+02	3.7460e-21
3.3981e+02	3.7218e-21
3.3992e+02	3.6976e-21
3.4003e+02	3.6740e-21
3.4013e+02	3.6540e-21
3.4024e+02	3.6320e-21
3.4035e+02	3.6100e-21
3.4046e+02	3.5880e-21
3.4056e+02	3.5680e-21
3.4067e+02	3.5460e-21
3.4078e+02	3.5240e-21
3.4089e+02	3.5020e-21
3.4099e+02	3.4820e-21
3.4110e+02	3.4600e-21
3.4121e+02	3.4380e-21
3.4132e+02	3.4160e-21
3.4142e+02	3.3960e-21
3.4153e+02	3.3740e-21
3.4164e+02	3.3520e-21
3.4175e+02	3.3300e-21
3.4185e+02	3.3100e-21
3.4196e+02	3.2880e-21
3.4207e+02	3.2678e-21
3.4218e+02	3.2485e-21
3.4228e+02	3.2310e-21
3.4239e+02	3.2118e-21
3.4250e+02	3.1925e-21
3.4260e+02	3.1750e-21
3.4271e+02	3.1558e-21
3.4282e+02	3.1365e-21
3.4293e+02	3.1172e-21
3.4303e+02	3.0998e-21
3.4314e+02	3.0805e-21
3.4325e+02	3.0612e-21
3.4336e+02	3.0420e-21
3.4346e+02	3.0245e-21
3.4357e+02	3.0053e-21
3.4368e+02	2.9860e-21
3.4378e+02	2.9685e-21
3.4389e+02	2.9493e-21
3.4400e+02	2.9300e-21
3.4411e+02	2.9129e-21
3.4421e+02	2.8975e-21
3.4432e+02	2.8804e-21
3.4443e+02	2.8633e-21
3.4453e+02	2.8479e-21
3.4464e+02	2.8308e-21
3.4475e+02	2.8137e-21
3.4486e+02	2.7967e-21
3.4496e+02	2.7812e-21
3.4507e+02	2.7642e-21
3.4518e+02	2.7471e-21
3.4528e+02	2.7316e-21
3.4539e+02	2.7146e-21
3.4550e+02	2.6975e-21
3.4561e+02	2.6804e-21
3.4571e+02	2.6650e-21
3.4582e+02	2.6479e-21
3.4593e+02	2.6308e-21
3.4603e+02	2.6158e-21
3.4614e+02	2.6004e-21
3.4625e+02	2.5850e-21
3.4635e+02	2.5710e-21
3.4646e+02	2.5556e-21
3.4657e+02	2.5402e-21
3.4668e+02	2.5248e-21
3.4678e+02	2.5108e-21
3.4689e+02	2.4954e-21
3.4700e+02	2.4800e-21
3.4710e+02	2.4660e-21
3.4721e+02	2.4506e-21
3.4732e+02	2.4352e-21
3.4742e+02	2.4212e-21
3.4753e+02	2.4058e-21
3.4764e+02	2.3904e-21
3.4774e+02	2.3764e-21
3.4785e+02	2.3610e-21
3.4796e+02	2.3456e-21
3.4807e+02	2.3316e-21
3.4817e+02	2.3196e-21
3.4828e+02	2.3064e-21
3.4839e+02	2.2932e-21
3.4849e+02	2.2812e-21
3.4860e+02	2.2680e-21
3.4871e+02	2.2548e-21
3.4881e+02	2.2428e-21
3.4892e+02	2.2296e-21
3.4903e+02	2.2164e-21
3.4913e+02	2.2044e-21
3.4924e+02	2.1912e-21
3.4935e+02	2.1780e-21
3.4945e+02	2.1660e-21
3.4956e+02	2.1528e-21
3.4967e+02	2.1396e-21
3.4977e+02	2.1276e-21
3.4988e+02	2.1144e-21
3.4999e+02	2.1012e-21
3.5009e+02	2.0901e-21
3.5020e+02	2.0780e-21
3.5031e+02	2.0659e-21
3.5041e+02	2.0549e-21
3.5052e+02	2.0428e-21
3.5063e+02	2.0307e-21
3.5073e+02	2.0197e-21
3.5084e+02	2.0076e-21
3.5095e+02	1.9955e-21
3.5105e+02	1.9845e-21
3.5116e+02	1.9724e-21
3.5127e+02	1.9603e-21
3.5137e+02	1.9493e-21
3.5148e+02	1.9372e-21
3.5159e+02	1.9251e-21
3.5169e+02	1.9141e-21
3.5180e+02	1.9020e-21
3.5191e+02	1.8899e-21
3.5201e+02	1.8790e-21
3.5212e+02	1.8674e-21
3.5223e+02	1.8558e-21
3.5233e+02	1.8454e-21
3.5244e+02	1.8338e-21
3.5255e+02	1.8222e-21
3.5265e+02	1.8118e-21
3.5276e+02	1.8002e-21
3.5287e+02	1.7886e-21
3.5297e+02	1.7781e-21
3.5308e+02	1.7666e-21
3.5319e+02	1.7551e-21
3.5329e+02	1.7445e-21
3.5340e+02	1.7330e-21
3.5350e+02	1.7225e-21
3.5361e+02	1.7109e-21
3.5372e+02	1.6994e-21
3.5382e+02	1.6889e-21
3.5393e+02	1.6773e-21
3.5404e+02	1.6664e-21
3.5414e+02	1.6574e-21
3.5425e+02	1.6475e-21
3.5436e+02	1.6376e-21
3.5446e+02	1.6286e-21
3.5457e+02	1.6187e-21
3.5468e+02	1.6088e-21
3.5478e+02	1.5998e-21
3.5489e+02	1.5899e-21
3.5499e+02	1.5809e-21
3.5510e+02	1.5710e-21
3.5521e+02	1.5611e-21
3.5531e+02	1.5521e-21
3.5542e+02	1.5422e-21
3.5553e+02	1.5323e-21
3.5563e+02	1.5233e-21
3.5574e+02	1.5134e-21
3.5584e+02	1.5044e-21
3.5595e+02	1.4945e-21
3.5606e+02	1.4852e-21
3.5616e+02	1.4772e-21
3.5627e+02	1.4684e-21
3.5638e+02	1.4596e-21
3.5648e+02	1.4516e-21
3.5659e+02	1.4428e-21
3.5669e+02	1.4348e-21
3.5680e+02	1.4260e-21
3.5691e+02	1.4172e-21
3.5701e+02	1.4092e-21
3.5712e+02	1.4004e-21
3.5723e+02	1.3916e-21
3.5733e+02	1.3836e-21
3.5744e+02	1.3748e-21
3.5754e+02	1.3668e-21
3.5765e+02	1.3580e-21
3.5776e+02	1.3492e-21
3.5786e+02	1.3412e-21
3.5797e+02	1.3324e-21
3.5807e+02	1.3255e-21
3.5818e+02	1.3183e-21
3.5829e+02	1.3111e-21
3.5839e+02	1.3047e-21
3.5850e+02	1.2975e-21
3.5860e+02	1.2910e-21
3.5871e+02	1.2839e-21
3.5882e+02	1.2767e-21
3.5892e+02	1.2702e-21
3.5903e+02	1.2631e-21
3.5913e+02	1.2566e-21
3.5924e+02	1.2494e-21
3.5935e+02	1.2422e-21
3.5945e+02	1.2358e-21
3.5956e+02	1.2286e-21
3.5966e+02	1.2221e-21
3.5977e+02	1.2150e-21
3.5988e+02	1.2078e-21
3.5998e+02	1.2013e-21
3.6009e+02	1.1942e-21
3.6019e+02	1.1877e-21
3.6030e+02	1.1805e-21
3.6041e+02	1.1733e-21
3.6051e+02	1.1669e-21
3.6062e+02	1.1597e-21
3.6072e+02	1.1532e-21
3.6083e+02	1.1461e-21
3.6094e+02	1.1389e-21
3.6104e+02	1.1324e-21
3.6115e+02	1.1253e-21
3.6125e+02	1.1187e-21
3.6136e+02	1.1116e-21
3.6146e+02	1.1051e-21
3.6157e+02	1.0980e-21
3.6168e+02	1.0908e-21
3.6178e+02	1.0843e-21
3.6189e+02	1.0772e-21
3.6199e+02	1.0706e-21
3.6210e+02	1.0644e-21
3.6221e+02	1.0582e-21
3.6231e+02	1.0526e-21
3.6242e+02	1.0465e-21
3.6252e+02	1.0409e-21
3.6263e+02	1.0347e-21
3.6273e+02	1.0291e-21
3.6284e+02	1.0230e-21
3.6295e+02	1.0168e-21
3.6305e+02	1.0112e-21
3.6316e+02	1.0050e-21
3.6326e+02	9.9944e-22
3.6337e+02	9.9328e-22
3.6347e+02	9.8768e-22
3.6358e+02	9.8152e-22
3.6369e+02	9.7536e-22
3.6379e+02	9.6976e-22
3.6390e+02	9.6360e-22
3.6400e+02	9.5800e-22
3.6411e+02	9.5217e-22
3.6421e+02	9.4687e-22
3.6432e+02	9.4104e-22
3.6442e+02	9.3574e-22
3.6453e+02	9.2991e-22
3.6464e+02	9.2408e-22
3.6474e+02	9.1878e-22
3.6485e+02	9.1295e-22
3.6495e+02	9.0765e-22
3.6506e+02	9.0182e-22
3.6516e+02	8.9652e-22
3.6527e+02	8.9069e-22
3.6537e+02	8.8539e-22
3.6548e+02	8.7956e-22
3.6559e+02	8.7373e-22
3.6569e+02	8.6843e-22
3.6580e+02	8.6260e-22
3.6590e+02	8.5730e-22
3.6601e+02	8.5156e-22
3.6611e+02	8.4710e-22
3.6622e+02	8.4221e-22
3.6632e+02	8.3776e-22
3.6643e+02	8.3286e-22
3.6653e+02	8.2842e-22
3.6664e+02	8.2352e-22
3.6675e+02	8.1862e-22
3.6685e+02	8.1417e-22
3.6696e+02	8.0928e-22
3.6706e+02	8.0483e-22
3.6717e+02	7.9993e-22
3.6727e+02	7.9549e-22
3.6738e+02	7.9059e-22
3.6748e+02	7.8614e-22
3.6759e+02	7.8125e-22
3.6769e+02	7.7680e-22
3.6780e+02	7.7190e-22
3.6790e+02	7.6745e-22
3.6801e+02	7.6261e-22
3.6811e+02	7.5871e-22
3.6822e+02	7.5442e-22
3.6833e+02	7.5013e-22
3.6843e+02	7.4623e-22
3.6854e+02	7.4194e-22
3.6864e+02	7.3804e-22
3.6875e+02	7.3375e-22
3.6885e+02	7.2985e-22
3.6896e+02	7.2556e-22
3.6906e+02	7.2166e-22
3.6917e+02	7.1737e-22
3.6927e+02	7.1347e-22
3.6938e+02	7.0918e-22
3.6948e+02	7.0528e-22
3.6959e+02	7.0099e-22
3.6969e+02	6.9709e-22
3.6980e+02	6.9280e-22
3.6990e+02	6.8890e-22
3.7001e+02	6.8464e-22
3.7011e+02	6.8104e-22
3.7022e+02	6.7708e-22
3.7032e+02	6.7348e-22
3.7043e+02	6.6952e-22
3.7053e+02	6.6592e-22
3.7064e+02	6.6196e-22
3.7074e+02	6.5836e-22
3.7085e+02	6.5440e-22
3.7095e+02	6.5080e-22
3.7106e+02	6.4684e-22
3.7117e+02	6.4288e-22
3.7127e+02	6.3928e-22
3.7138e+02	6.3532e-22
3.7148e+02	6.3172e-22
3.7159e+02	6.2776e-22
3.7169e+02	6.2416e-22
3.7180e+02	6.2020e-22
3.7190e+02	6.1660e-22
3.7201e+02	6.1266e-22
3.7211e+02	6.0926e-22
3.7222e+02	6.0552e-22
3.7232e+02	6.0212e-22
3.7243e+02	5.9838e-22
3.7253e+02	5.9498e-22
3.7263e+02	5.9158e-22
3.7274e+02	5.8784e-22
3.7284e+02	5.8444e-22
3.7295e+02	5.8070e-22
3.7305e+02	5.7730e-22
3.7316e+02	5.7356e-22
3.7326e+02	5.7016e-22
3.7337e+02	5.6642e-22
3.7347e+02	5.6302e-22
3.7358e+02	5.5928e-22
3.7368e+02	5.5588e-22
3.7379e+02	5.5214e-22
3.7389e+02	5.4874e-22
3.7400e+02	5.4500e-22
3.7410e+02	5.4195e-22
3.7421e+02	5.3860e-22
3.7431e+02	5.3554e-22
3.7442e+02	5.3219e-22
3.7452e+02	5.2914e-22
3.7463e+02	5.2579e-22
3.7473e+02	5.2273e-22
3.7484e+02	5.1938e-22
3.7494e+02	5.1633e-22
3.7505e+02	5.1297e-22
3.7515e+02	5.0993e-22
3.7526e+02	5.0657e-22
3.7536e+02	5.0352e-22
3.7547e+02	5.0016e-22
3.7557e+02	4.9712e-22
3.7567e+02	4.9406e-22
3.7578e+02	4.9071e-22
3.7588e+02	4.8766e-22
3.7599e+02	4.8430e-22
3.7609e+02	4.8162e-22
3.7620e+02	4.7870e-22
3.7630e+02	4.7605e-22
3.7641e+02	4.7313e-22
3.7651e+02	4.7049e-22
3.7662e+02	4.6757e-22
3.7672e+02	4.6492e-22
3.7683e+02	4.6201e-22
3.7693e+02	4.5935e-22
3.7704e+02	4.5644e-22
3.7714e+02	4.5379e-22
3.7724e+02	4.5114e-22
3.7735e+02	4.4822e-22
3.7745e+02	4.4558e-22
3.7756e+02	4.4266e-22
3.7766e+02	4.4001e-22
3.7777e+02	4.3710e-22
3.7787e+02	4.3444e-22
3.7798e+02	4.3153e-22
3.7808e+02	4.2908e-22
3.7819e+02	4.2644e-22
3.7829e+02	4.2404e-22
3.7839e+02	4.2164e-22
3.7850e+02	4.1900e-22
3.7860e+02	4.1660e-22
3.7871e+02	4.1396e-22
3.7881e+02	4.1156e-22
3.7892e+02	4.0892e-22
3.7902e+02	4.0652e-22
3.7913e+02	4.0388e-22
3.7923e+02	4.0148e-22
3.7933e+02	3.9908e-22
3.7944e+02	3.9644e-22
3.7954e+02	3.9404e-22
3.7965e+02	3.9140e-22
3.7975e+02	3.8900e-22
3.7986e+02	3.8636e-22
3.7996e+02	3.8396e-22
3.8006e+02	3.8174e-22
3.8017e+02	3.7943e-22
3.8027e+02	3.7733e-22
3.8038e+02	3.7502e-22
3.8048e+02	3.7292e-22
3.8059e+02	3.7061e-22
3.8069e+02	3.6851e-22
3.8079e+02	3.6641e-22
3.8090e+02	3.6410e-22
3.8100e+02	3.6200e-22
3.8111e+02	3.5969e-22
3.8121e+02	3.5759e-22
3.8132e+02	3.5528e-22
3.8142e+02	3.5318e-22
3.8152e+02	3.5108e-22
3.8163e+02	3.4877e-22
3.8173e+02	3.4667e-22
3.8184e+02	3.4436e-22
3.8194e+02	3.4226e-22
3.8205e+02	3.4010e-22
3.8215e+02	3.3830e-22
3.8225e+02	3.3650e-22
3.8236e+02	3.3452e-22
3.8246e+02	3.3272e-22
3.8257e+02	3.3074e-22
3.8267e+02	3.2894e-22
3.8277e+02	3.2714e-22
3.8288e+02	3.2516e-22
3.8298e+02	3.2336e-22
3.8309e+02	3.2138e-22
3.8319e+02	3.1958e-22
3.8330e+02	3.1760e-22
3.8340e+02	3.1580e-22
3.8350e+02	3.1400e-22
3.8361e+02	3.1202e-22
3.8371e+02	3.1022e-22
3.8382e+02	3.0824e-22
3.8392e+02	3.0644e-22
3.8402e+02	3.0468e-22
3.8413e+02	3.0292e-22
3.8423e+02	3.0132e-22
3.8434e+02	2.9956e-22
3.8444e+02	2.9796e-22
3.8454e+02	2.9636e-22
3.8465e+02	2.9460e-22
3.8475e+02	2.9300e-22
3.8486e+02	2.9124e-22
3.8496e+02	2.8964e-22
3.8506e+02	2.8804e-22
3.8517e+02	2.8628e-22
3.8527e+02	2.8468e-22
3.8538e+02	2.8292e-22
3.8548e+02	2.8132e-22
3.8558e+02	2.7972e-22
3.8569e+02	2.7796e-22
3.8579e+02	2.7636e-22
3.8590e+02	2.7460e-22
3.8600e+02	2.7300e-22
3.8610e+02	2.7145e-22
3.8621e+02	2.6975e-22
3.8631e+02	2.6819e-22
3.8641e+02	2.6664e-22
3.8652e+02	2.6494e-22
3.8662e+02	2.6339e-22
3.8673e+02	2.6168e-22
3.8683e+02	2.6014e-22
3.8693e+02	2.5858e-22
3.8704e+02	2.5688e-22
3.8714e+02	2.5533e-22
3.8724e+02	2.5378e-22
3.8735e+02	2.5207e-22
3.8745e+02	2.5053e-22
3.8756e+02	2.4882e-22
3.8766e+02	2.4727e-22
3.8776e+02	2.4572e-22
3.8787e+02	2.4401e-22
3.8797e+02	2.4246e-22
3.8807e+02	2.4106e-22
3.8818e+02	2.3957e-22
3.8828e+02	2.3822e-22
3.8839e+02	2.3674e-22
3.8849e+02	2.3538e-22
3.8859e+02	2.3404e-22
3.8870e+02	2.3255e-22
3.8880e+02	2.3120e-22
3.8890e+02	2.2985e-22
3.8901e+02	2.2837e-22
3.8911e+02	2.2701e-22
3.8922e+02	2.2553e-22
3.8932e+02	2.2418e-22
3.8942e+02	2.2283e-22
3.8953e+02	2.2135e-22
3.8963e+02	2.2000e-22
3.8973e+02	2.1864e-22
3.8984e+02	2.1716e-22
3.8994e+02	2.1581e-22
3.9004e+02	2.1456e-22
3.9015e+02	2.1335e-22
3.9025e+02	2.1225e-22
3.9035e+02	2.1115e-22
3.9046e+02	2.0994e-22
3.9056e+02	2.0884e-22
3.9066e+02	2.0774e-22
3.9077e+02	2.0653e-22
3.9087e+02	2.0543e-22
3.9098e+02	2.0422e-22
3.9108e+02	2.0312e-22
3.9118e+02	2.0202e-22
3.9129e+02	2.0081e-22
3.9139e+02	1.9971e-22
3.9149e+02	1.9861e-22
3.9160e+02	1.9740e-22
3.9170e+02	1.9630e-22
3.9180e+02	1.9520e-22
3.9191e+02	1.9399e-22
3.9201e+02	1.9290e-22
3.9211e+02	1.9184e-22
3.9222e+02	1.9069e-22
3.9232e+02	1.8964e-22
3.9242e+02	1.8859e-22
3.9253e+02	1.8744e-22
3.9263e+02	1.8639e-22
3.9273e+02	1.8533e-22
3.9284e+02	1.8418e-22
3.9294e+02	1.8313e-22
3.9304e+02	1.8208e-22
3.9315e+02	1.8093e-22
3.9325e+02	1.7988e-22
3.9335e+02	1.7882e-22
3.9346e+02	1.7767e-22
3.9356e+02	1.7662e-22
3.9366e+02	1.7557e-22
3.9377e+02	1.7442e-22
3.9387e+02	1.7336e-22
3.9397e+02	1.7231e-22
3.9408e+02	1.7112e-22
3.9418e+02	1.7002e-22
3.9428e+02	1.6892e-22
3.9439e+02	1.6771e-22
3.9449e+02	1.6661e-22
3.9459e+02	1.6551e-22
3.9469e+02	1.6441e-22
3.9480e+02	1.6320e-22
3.9490e+02	1.6210e-22
3.9500e+02	1.6100e-22
3.9511e+02	1.5979e-22
3.9521e+02	1.5869e-22
3.9531e+02	1.5759e-22
3.9542e+02	1.5638e-22
3.9552e+02	1.5528e-22
3.9562e+02	1.5418e-22
3.9573e+02	1.5297e-22
3.9583e+02	1.5187e-22
3.9593e+02	1.5077e-22
3.9604e+02	1.4968e-22
3.9614e+02	1.4888e-22
3.9624e+02	1.4808e-22
3.9634e+02	1.4728e-22
3.9645e+02	1.4640e-22
3.9655e+02	1.4560e-22
3.9665e+02	1.4480e-22
3.9676e+02	1.4392e-22
3.9686e+02	1.4312e-22
3.9696e+02	1.4232e-22
3.9707e+02	1.4144e-22
3.9717e+02	1.4064e-22
3.9727e+02	1.3984e-22
3.9737e+02	1.3904e-22
3.9748e+02	1.3816e-22
3.9758e+02	1.3736e-22
3.9768e+02	1.3656e-22
3.9779e+02	1.3568e-22
3.9789e+02	1.3488e-22
3.9799e+02	1.3408e-22
3.9810e+02	1.3430e-22
3.9820e+02	1.3460e-22
3.9830e+02	1.3490e-22
3.9840e+02	1.3520e-22
3.9851e+02	1.3553e-22
3.9861e+02	1.3583e-22
3.9871e+02	1.3613e-22
3.9882e+02	1.3646e-22
3.9892e+02	1.3676e-22
3.9902e+02	1.3706e-22
3.9912e+02	1.3736e-22
3.9923e+02	1.3769e-22
3.9933e+02	1.3799e-22
3.9943e+02	1.3829e-22
3.9953e+02	1.3859e-22
3.9964e+02	1.3892e-22
3.9974e+02	1.3922e-22
3.9984e+02	1.3952e-22
3.9995e+02	1.3985e-22
