Wavelength (nm)	Cross section (cm2)
2.5308e+02	0.0000e+00
2.5320e+02	0.0000e+00
2.5331e+02	0.0000e+00
2.5342e+02	0.0000e+00
2.5354e+02	0.0000e+00
2.5365e+02	0.0000e+00
2.5377e+02	0.0000e+00
2.5388e+02	0.0000e+00
2.5399e+02	0.0000e+00
2.5411e+02	0.0000e+00
2.5422e+02	0.0000e+00
2.5434e+02	0.0000e+00
2.5445e+02	0.0000e+00
2.5456e+02	0.0000e+00
2.5468e+02	0.0000e+00
2.5479e+02	0.0000e+00
2.5491e+02	0.0000e+00
2.5502e+02	0.0000e+00
2.5513e+02	0.0000e+00
2.5525e+02	0.0000e+00
2.5536e+02	0.0000e+00
2.5547e+02	0.0000e+00
2.5559e+02	0.0000e+00
2.5570e+02	0.0000e+00
2.5582e+02	0.0000e+00
2.5593e+02	0.0000e+00
2.5604e+02	0.0000e+00
2.5616e+02	0.0000e+00
2.5627e+02	0.0000e+00
2.5639e+02	0.0000e+00
2.5650e+02	0.0000e+00
2.5661e+02	0.0000e+00
2.5673e+02	0.0000e+00
2.5684e+02	0.0000e+00
2.5695e+02	0.0000e+00
2.5707e+02	0.0000e+00
2.5718e+02	0.0000e+00
2.5730e+02	0.0000e+00
2.5741e+02	0.0000e+00
2.5752e+02	0.0000e+00
2.5764e+02	0.0000e+00
2.5775e+02	0.0000e+00
2.5786e+02	0.0000e+00
2.5798e+02	0.0000e+00
2.5809e+02	0.0000e+00
2.5820e+02	0.0000e+00
2.5832e+02	0.0000e+00
2.5843e+02	0.0000e+00
2.5855e+02	0.0000e+00
2.5866e+02	0.0000e+00
2.5877e+02	0.0000e+00
2.5889e+02	0.0000e+00
2.5900e+02	0.0000e+00
2.5911e+02	0.0000e+00
2.5923e+02	0.0000e+00
2.5934e+02	0.0000e+00
2.5945e+02	0.0000e+00
2.5957e+02	0.0000e+00
2.5968e+02	0.0000e+00
2.5980e+02	0.0000e+00
2.5991e+02	0.0000e+00
2.6002e+02	0.0000e+00
2.6014e+02	0.0000e+00
2.6025e+02	0.0000e+00
2.6036e+02	0.0000e+00
2.6048e+02	0.0000e+00
2.6059e+02	0.0000e+00
2.6070e+02	0.0000e+00
2.6082e+02	0.0000e+00
2.6093e+02	0.0000e+00
2.6104e+02	0.0000e+00
2.6116e+02	0.0000e+00
2.6127e+02	0.0000e+00
2.6138e+02	0.0000e+00
2.6150e+02	0.0000e+00
2.6161e+02	0.0000e+00
2.6172e+02	0.0000e+00
2.6184e+02	0.0000e+00
2.6195e+02	0.0000e+00
2.6206e+02	0.0000e+00
2.6218e+02	0.0000e+00
2.6229e+02	0.0000e+00
2.6240e+02	0.0000e+00
2.6252e+02	0.0000e+00
2.6263e+02	0.0000e+00
2.6274e+02	0.0000e+00
2.6286e+02	0.0000e+00
2.6297e+02	0.0000e+00
2.6308e+02	0.0000e+00
2.6320e+02	0.0000e+00
2.6331e+02	0.0000e+00
2.6342e+02	0.0000e+00
2.6354e+02	0.0000e+00
2.6365e+02	0.0000e+00
2.6376e+02	0.0000e+00
2.6388e+02	0.0000e+00
2.6399e+02	0.0000e+00
2.6410e+02	0.0000e+00
2.6422e+02	0.0000e+00
2.6433e+02	0.0000e+00
2.6444e+02	0.0000e+00
2.6456e+02	0.0000e+00
2.6467e+02	0.0000e+00
2.6478e+02	0.0000e+00
2.6490e+02	0.0000e+00
2.6501e+02	0.0000e+00
2.6512e+02	0.0000e+00
2.6524e+02	0.0000e+00
2.6535e+02	0.0000e+00
2.6546e+02	0.0000e+00
2.6557e+02	0.0000e+00
2.6569e+02	0.0000e+00
2.6580e+02	0.0000e+00
2.6591e+02	0.0000e+00
2.6603e+02	0.0000e+00
2.6614e+02	0.0000e+00
2.6625e+02	0.0000e+00
2.6637e+02	0.0000e+00
